x,y,RSSI,Timestamp
-0.11872794479131699,-0.12206029891967773,-68,20:16:43.595012
-0.11922161281108856,-0.1341215968132019,-54,20:16:43.655083
-0.1068798378109932,-0.11337617039680481,-54,20:16:43.708935
-0.17574697732925415,-0.10469203442335129,-54,20:16:43.752673
-0.06837347894906998,-0.21613840758800507,-53,20:16:43.798624
-0.00024683563970029354,-0.05282847210764885,-49,20:16:43.841857
-0.04912029579281807,-0.1616213470697403,-37,20:16:43.884034
-0.026905084028840065,-0.05861789360642433,-34,20:16:43.927321
-0.041221555322408676,-0.0012061294401064515,-49,20:16:43.977975
-0.016537988558411598,-0.06151260435581207,-30,20:16:44.027940
-0.03332281485199928,-0.040525950491428375,-30,20:16:44.076766
-0.07281651347875595,-0.06054770201444626,-30,20:16:44.126239
-0.06121524050831795,-0.09456054866313934,-20,20:16:44.173344
-0.10564566403627396,-0.05282847210764885,-61,20:16:44.219428
-0.07923424243927002,0.0026707183569669724,-54,20:16:44.276038
-0.023202551528811455,-0.03328917175531387,-54,20:16:44.328139
0.014789201319217682,-0.18212555348873138,-54,20:16:44.377368
0.04121580347418785,-0.00989026203751564,-75,20:16:44.423399
-0.008886083029210567,0.006798191927373409,-64,20:16:44.465920
-0.044924091547727585,0.0866769552230835,-57,20:16:44.522516
-0.0074050696566700935,0.05875580012798309,-42,20:16:44.597183
-0.03801268711686134,-0.011578842997550964,-44,20:16:44.660404
-0.0738038569688797,-0.03787246346473694,-71,20:16:44.726655
-0.09379754960536957,-0.08129312843084335,-45,20:16:44.793721
-0.07034816592931747,-0.027982203289866447,-43,20:16:44.857176
-0.11601275950670242,-0.039078593254089355,-61,20:16:44.925955
0.03442732244729996,-0.12133662402629852,-64,20:16:44.994935
-0.01727849617600441,-0.05258724465966225,-48,20:16:45.072182
-0.017031658440828323,0.011654043570160866,-66,20:16:45.140973
0.011879850178956985,-0.07550370693206787,-51,20:16:45.209638
-0.030360786244273186,-0.053069695830345154,-75,20:16:45.278084
-0.0074050696566700935,-0.05861789360642433,-50,20:16:45.359425
-0.03085445426404476,-0.00844290666282177,-50,20:16:45.428750
-0.02369622141122818,-0.041973307728767395,-50,20:16:45.494654
-0.112557053565979,0.015295932069420815,-54,20:16:45.579627
-0.05084814503788948,0.07793641835451126,-52,20:16:45.654808
-0.04813295230269432,0.013596383854746819,-54,20:16:45.720788
-0.05924055725336075,0.006798191927373409,-53,20:16:45.784502
-0.08170259743928909,-0.02267523482441902,-26,20:16:45.865382
-0.09651274234056473,-0.0709204152226448,-26,20:16:45.942451
-0.01505697425454855,-0.009166584350168705,-26,20:16:46.013002
-0.05850004777312279,-0.0699555054306984,-65,20:16:46.076577
-0.02641141600906849,-0.06127138063311577,-16,20:16:46.153076
-0.023943057283759117,0.03763284906744957,-78,20:16:46.220420
-0.0024683563970029354,0.011168458499014378,-59,20:16:46.287828
0.00654603959992528,-0.040525950491428375,-49,20:16:46.350766
-0.015797480940818787,-0.02532871812582016,-37,20:16:46.419123
-0.0074050696566700935,-0.01133761741220951,-36,20:16:46.488075
-0.015550645999610424,0.026707183569669724,-40,20:16:46.567276
-0.07651904970407486,-0.1054157167673111,-60,20:16:46.634434
-0.02813926339149475,-0.009649035520851612,-56,20:16:46.717987
-0.06565827876329422,0.07162380963563919,-56,20:16:46.797898
-0.0757785439491272,0.11702601611614227,-56,20:16:46.866337
-0.02098102867603302,0.028649523854255676,-77,20:16:46.933484
-0.10144944489002228,-0.002171033062040806,-63,20:16:47.002311
-0.17352545261383057,-0.0,-45,20:16:47.081157
-0.13427859544754028,0.05195761099457741,-54,20:16:47.159197
-0.09873425960540771,0.011168458499014378,-48,20:16:47.239677
0.029820848256349564,-0.06561344116926193,-54,20:16:47.310927
-0.021474702283740044,0.04710175842046738,-54,20:16:47.378415
-0.02641141600906849,0.0497724786400795,-35,20:16:47.439441
-0.03801268711686134,0.005584229249507189,-36,20:16:47.498483
-0.05183548480272293,0.012625213712453842,-56,20:16:47.557305
-0.054057009518146515,-0.07478003203868866,-70,20:16:47.617895
-0.02270887978374958,-0.02749975211918354,-28,20:16:47.696906
0.018668334931135178,0.12406700849533081,-28,20:16:47.764469
-0.032335471361875534,-0.11024023592472076,-28,20:16:47.835142
0.03200286254286766,0.01068287342786789,-53,20:16:47.903827
-0.0074050696566700935,0.18646469712257385,-22,20:16:47.971099
-0.10737350583076477,0.18427956104278564,-71,20:16:48.033076
-0.02813926339149475,0.012868006713688374,-78,20:16:48.100698
-0.10613933205604553,-0.0562056340277195,-56,20:16:48.175697
-0.10836084932088852,-0.08925358206033707,-66,20:16:48.239012
-0.07849373668432236,-0.08274048566818237,-47,20:16:48.298946
-0.12193681299686432,0.005584229249507189,-80,20:16:48.366549
-0.03924686834216118,-0.06271872669458389,-61,20:16:48.432372
-0.02196837216615677,-0.06175382807850838,-48,20:16:48.491354
