x,y,RSSI,Timestamp
-0.012588618323206902,0.0883764997124672,-57,20:55:50.669989
-0.031348127871751785,0.07745083421468735,-57,20:55:50.749877
-0.03628484159708023,0.08691974729299545,-57,20:55:50.820649
-0.052329156547784805,0.0424887016415596,-52,20:55:50.880515
-0.05899371951818466,0.03544771298766136,-54,20:55:50.942802
-0.13724061846733093,0.040789153426885605,-54,20:55:51.011118
-0.1574811488389969,0.08813370019197464,-55,20:55:51.234049
-0.1651330441236496,0.06895309686660767,-54,20:55:52.051550
-0.03529749810695648,0.040789153426885605,-55,20:55:55.492233
-0.1476077139377594,0.11532647162675858,-51,20:55:58.475416
-0.07355701923370361,0.015295932069420815,-59,20:55:58.969310
-0.1029304638504982,0.015538725070655346,-57,20:55:59.311037
-0.0718291699886322,0.05050085484981537,-49,20:55:59.954754
-0.0950317233800888,0.08959046006202698,-54,20:56:02.042363
-0.06491777300834656,0.025736013427376747,-53,20:56:02.754207
-0.0659051164984703,0.01699548028409481,-47,20:56:02.970295
-0.12712036073207855,0.014810346998274326,-56,20:56:03.232733
-0.062202583998441696,0.05025806277990341,-58,20:56:03.858156
-0.050601307302713394,0.06603957712650299,-58,20:56:04.040560
-0.014069631695747375,0.006312606856226921,-55,20:56:07.543727
-0.03554433211684227,0.040789153426885605,-55,20:56:08.252987
-0.11700009554624557,0.07283777743577957,-52,20:56:09.238755
-0.08170259743928909,0.015295932069420815,-51,20:56:10.682635
-0.07084183394908905,0.10100170969963074,-54,20:56:14.185410
0.008970499038696289,0.057784635573625565,-41,20:56:14.739935
-0.038506362587213516,0.040789153426885605,-47,20:56:17.310355
-0.03653167560696602,0.06676795333623886,-47,20:56:17.369178
-0.05529118701815605,0.06773912906646729,-50,20:56:19.626276
-0.02295571379363537,0.11411251127719879,-48,20:56:20.023120
-0.005430384073406458,0.06409724056720734,-51,20:56:20.799453
-0.007158233784139156,0.027435559779405594,-44,20:56:21.411435
0.029335955157876015,0.040789153426885605,-48,20:56:22.108824
-0.03998737409710884,-0.0004824517818633467,-44,20:56:22.931532
-0.01505697425454855,0.048558514565229416,-39,20:56:23.062923
