Timestamp,x,y,z,gyrox,gyroy,gyroz
22:39:41.542423,-0.10367096960544586,0.03180582821369171,1.476802945137024,-0.13684360682964325,-0.1546839475631714,-0.08310626447200775
22:39:41.613445,0.04364026337862015,0.15805795788764954,1.3098706007003784,0.07879182696342468,-0.00746542401611805,0.1872016042470932
22:39:41.698824,0.05067119374871254,-0.025811171159148216,1.2262825965881348,0.3017576336860657,0.23688067495822906,0.2815802991390228
22:39:41.753904,-0.05751270428299904,0.025250427424907684,1.0140225887298584,0.380864679813385,-0.17087186872959137,0.23026761412620544
22:39:41.828686,0.007273377384990454,0.11556927114725113,0.621670663356781,0.17530854046344757,0.169685497879982,0.10045874118804932
22:39:41.893580,0.038064006716012955,0.03399096056818962,0.3701755106449127,0.2641894221305847,-0.072828009724617,-0.015605652704834938
22:39:41.962533,0.006061147898435593,0.08691974729299545,0.35336044430732727,-0.09670600295066833,-0.12655878067016602,-0.059487368911504745
22:39:42.025846,0.045337386429309845,0.18695028126239777,0.427200585603714,-0.054250866174697876,0.21827465295791626,-0.1572258025407791
22:39:42.091452,0.054792776703834534,0.20054666697978973,0.6648050546646118,-0.0936516746878624,0.23934949934482574,-0.00023344065994024277
22:39:42.150158,-0.0698544830083847,0.16024309396743774,0.9426194429397583,-0.027678227052092552,0.0017229244112968445,0.17936094105243683
22:39:42.215633,0.007273377384990454,0.19641919434070587,1.0761651992797852,-0.33769235014915466,0.42169275879859924,0.39255291223526
22:39:42.281914,-0.056031692773103714,0.11993953585624695,1.2533328533172607,-0.1596251130104065,-0.112203449010849,0.18241527676582336
22:39:42.340315,-0.04936712980270386,0.23356644809246063,1.6464159488677979,-1.3889914751052856,0.12603400647640228,-0.034136462956666946
22:39:42.400816,0.02545681968331337,0.025250427424907684,1.286475658416748,0.7502586841583252,-0.3247845768928528,-0.4238685071468353
22:39:42.480848,0.020365456119179726,-0.0771922841668129,1.454626441001892,0.16749320924282074,-0.4115274250507355,-0.14561936259269714
22:39:42.547813,-0.0659051164984703,-0.12061294168233871,1.5550295114517212,-0.24087020754814148,-0.8861697316169739,0.1344623565673828
22:39:42.619365,0.15395314991474152,0.14834627509117126,0.7676450610160828,0.8965609073638916,-0.1277805119752884,-0.2286970317363739
