x,y,RSSI
0.029122243309393524,0.03691588528454304,-54
0.047896560153458265,0.04750809172401205,-54
0.049597516295034436,0.041269731905777006,-50
0.04369419101858511,0.03718735050642863,-46
0.04067276396090165,0.035986867325846106,-56
0.03975399757036939,0.038248683011624963,-58
0.04326731339097023,0.0466178510338068,-58
0.050084827840328215,0.055013517290353774,-79
0.05692883990705013,0.06302293315529824,-62
0.06552012600004672,0.07059449069201947,-62
0.07255830243229866,0.07709852382540702,-58
0.0768560778349638,0.07433103509247303,-62
0.0695790949743241,0.06804950120858848,-44
0.061499611986801025,0.061281099123880266,-54
0.05594026553444564,0.05545468064956367,-54
0.05133310011588037,0.04536040290258825,-42
0.04189342646859586,0.033720403397455814,-42
0.03389011551626027,0.021895070420578124,-60
0.024274890078231692,0.0043527513276785616,-56
0.004402118432335555,-0.016670854133553802,-54
-0.01983528018463403,-0.03699553229380399,-42
-0.04271958649624139,-0.051837925263680515,-42
-0.05789691300597042,-0.0560153512051329,-44
-0.05674268899601884,-0.048613376059802246,-46
-0.04560090099112131,-0.04555265624658204,-44
-0.041685136972228067,-0.038621567754307765,-82
-0.037041819846490395,-0.036607613420346755,-66
-0.03030617973417975,-0.04243984250933863,
-0.04234286413993686,-0.05602037261705846,-67
-0.05923031617421657,-0.06099126536864787,-78
-0.06357523922342807,-0.0611388583900407,-54
-0.059411008679308,-0.04435051830951124,-42
-0.04478692098055035,-0.030503370962105692,-42
-0.02929114140570164,-0.013071204256266355,-56
-0.011049245717003942,0.002121845264628064,-56
0.006378696118190419,0.012578201833821367,-54
0.018025232366926502,0.011600629128224682,-42
0.017128396015323233,0.014327198946557474,-62
0.02084899407782359,0.016087287319533062,-79
0.02340915392123861,0.016437568864785135,-58
0.023759435839019717,0.015485388226807117,-40
0.02098891083151102,0.013535030744969844,-46
0.013535030744969844,0.00781797654926777,-40
0.0016840947791934013,-0.0004386933520436287,-58
-0.007978761289268731,-0.005445889476686716,-58
-0.01463459013029933,-0.012415312509983779,-46
-0.02279814367648214,-0.02617530634161085,-46
-0.03485291206743568,-0.040666454820893705,-78
-0.051198974973522125,-0.05238098164554685,-38
-0.06674867391120642,-0.0580853697611019,-40
-0.07397729705553502,-0.06234033468645066,-38
-0.0754719903692603,-0.053918915800750256,-62
-0.05683157667517662,-0.036842715740203855,-60
-0.022867463529109955,-0.019152584858238696,-56
-0.0016088509932160378,-0.0002734916284680367,-56
0.01898843366652727,0.01563789639621973,-82
0.030957710929214954,0.014856341667473317,-42
0.020187991857528686,0.005216628313064575,-42
-0.005475710332393646,-0.011289254389703273,-82
-0.016886142361909152,-0.02502736644819379,-48
-0.02604563916102052,-0.022525147069245577,-48
-0.02068255813792348,-0.013346000900492072,-48
-0.013321317348163575,-0.004322651086840779,-42
-0.0005213820026256144,0.009765181259717792,-42
0.008037331921514124,0.012390991521533579,-42
0.00636570364004001,0.0030880039907060564,-80
0.00025138681521639226,0.0016353044542483986,-58
0.006026648380793631,0.0035893267951905726,-42
0.013341258373111486,0.004043720941990614,-42
0.008531840983778238,0.007099364814348519,-42
0.015500622731633485,0.00827402521390468,-58
0.014989776746369898,0.00807849618140608,-58
0.010381732904352247,0.012673378945328296,-58
0.009788272739388048,0.01615663676057011,
0.018193182745017113,0.014693057537078858,-60
0.01311715915799141,0.013044791296124458,-36
0.01064457707107067,0.010692821815609932,-36
0.007419801503419876,0.00037600547075271605,-43
-0.006787022575736046,-0.00989883653819561,
-0.01869439072906971,-0.016378622408956288,-58
-0.026264743786305188,-0.02110235304135131,-79
-0.02693290728639113,-0.01720491889427649,-54
-0.021416353336826434,-0.011070578447834123,-32
-0.01151488264586078,-0.0013464215167914516,-81
0.00582474479888333,0.008004551198973786,-54
0.014520674203231465,0.0073561086785048245,-54
0.011344073992222547,-0.006199633423238993,-58
-0.003467119298875332,-0.020350116305053234,-42
-0.018276696908287704,-0.03848015617113561,-42
-0.04155385072808713,-0.0523936667246744,-56
-0.0478599278954789,-0.04380733303260058,-56
-0.04361337653826922,-0.03145559106487781,-46
-0.028764441167004405,-0.015617629629559815,-46
-0.010180695774033665,0.002001212676987052,-58
0.013124111434444785,0.01833459078334272,-58
0.02485638647340238,0.02299894723109901,-46
0.03053901526145637,0.023664077371358873,-44
0.030598030611872672,0.021962143294513226,-46
0.029017320089042186,0.021491072326898574,-34
0.023309416323900222,0.017857711017131805,-34
0.015845409035682677,0.0118169367313385,-34
0.010071326047182083,0.011398068442940713,-60
0.0077856238931417465,0.013309697061777115,-58
0.006981858238577843,0.016220809891819954,-56
0.008317073434591293,0.018232711066957563,-54
0.009722859633620828,0.019546236598398537,-56
0.009940110926982016,0.016625358152668922,-56
0.010152052424382418,0.013625705416779965,-46
0.010376930225174875,0.009846233285497875,-46
0.00839155790163204,0.008149078660062514,-46
0.008221812345436775,0.007979019763297401,-58
0.006572056686854922,0.0033604621741687877,-58
-0.003502547848620452,-0.004660432148375549,-58
-0.018609482343890704,-0.01560606119746808,-58
-0.030888902410515583,-0.03277046433649957,-44
-0.04332371721975505,-0.041478493716567755,-80
-0.04535381337627768,-0.05003359550610185,-46
-0.045788022316992284,-0.06016508555039764,-38
-0.05300685157999396,-0.06228214586153626,-62
-0.055321380216628316,-0.0582402135245502,-59
-0.05160033525899053,-0.05482446304522455,
-0.04986306666396558,-0.043808296835049984,-44
-0.04272221999708563,-0.02894822156522423,-58
